rank,message
negative,@ilaam @wendilynnmakeup oh really  so who is doing make up for heroes at the moment?
negative,@Nkosi868 you never heard about the KING of SOCA... shame and disgrace 
negative,So...my dear friend is mad at me. His crazy wife is causing problems and apparently it's all my fault 
negative,"The MOBot outing went well, but we didn't find the free beer and wine samples.  #ATLA09"
negative,@kimberly_jonas where are you?? I miss u  
negative,@PandaCatBaby Too late. Already married... to a guy who's offended whenever I tell someone to shove a bible up their ass. Wasted bravery 
negative,i feel like i have a 20 pound metal ball attached to my spine 
negative,i'm pretty sure my head is about to explode. 
negative,@princessdreana nah.  i'll wait.
negative,Aw man.  Nostalgia for S3 is over 9000. This season is just not as good.
negative,idk why im so affected by it... 
negative,@JonesBeach_1988 WHAT!!! DEW has a GF......    say it isn't so.
negative,Wow extremly sick! 
negative,@AubreyOday I &lt;3 you Aubrey!!! You story was on my Google homepage! That is so scary!!!  I know you want to forget it but I &lt;3 U!!!
negative,Fnsh 2 chptrs. Got anthr 10 chptrs 2 go 
negative,Hopes Dentsu will reply me  I want Dentsu so badly!
negative,my throat hurts 
negative,Trying to find a job! Not doing to well with it 
negative,going to bed...please pray the pup sleeps tonight.  
negative,My parent's dog just died. He was approx. 15 (human) years old. Bummer 
negative,@adammshankman safe travels! Our dvr didnt tape last night's show so we were trying to youtube it. 
negative,Just came home from work od tired 
negative,I guess i should get ready for bed. Last day with my class before my new summer kids!  kinda sad. Thats teaching tho 
negative,"Giving my 2000-2008 Playlist a whirl, on right now is Jessica Simpson's &quot;I Think I'm In Love With You&quot;. I miss 2000. "
negative,@JessicaOhYeah Joe Jonas has HAD a girlfriend.... but i know.. it's sad 
negative,"I need somebody i can trust, i'm feeling like crap. "
negative,maybe i expected too much 
negative,"OK, now I kinda feel bad for Joe... That slut is using him!!! Honestly, poor guy! "
negative,My phone has been on the charger for like 45 minutes and is still in the red... wtf 
negative,father in law just served mother in law w/ divorce papers totally out of the blue 
negative,@therealAmyR i wish you were there too!!!  GET BETTER SOON SO WE CAN ALL CHILL TOGETHER 
negative,@StacieBee no iphone for me   I'm on a blackberry bold.
negative,@L0rdHelmet Ahh!  I understand next time.
negative,@katypayne i already miss you girly 
negative,Tweetdeck... Huhuhu... My trusty reliable Tweetdeck is failing me today... 
negative,getting my wisdom teeth out tomorrow 
negative,@JimRomanovich Awwwww! I was going to try to seat fill like I did two years ago but I guess I will have to sit in the grandstand 
negative,Does sometime had happen to you that you are sleepy but for some reason you don't want to? I do 
negative,@imbackmyknocka Nope twitpic 1 cuz I dnt like talkn to casper anymore 
negative,The suns up over calor millor time to go home  off to the airport we go  http://twitpic.com/7rypf
negative,Work has been a madhouse. Too busy to tweet. 
negative,"storms rolling in, and now i am alone again.  i hope the storms don't get too bad!"
negative,"@sierra_conniff i know, it sucks  i will definitely will! we're not in phx that often but well make it happen! the maine needs a homeshow."
negative,@chelseyann226 Truth hurts...you're so indenial it's sad 
negative,@mzwatuneed  Stop w/ the DM's lol and thanks girly im gonna have to teach you how to tweet lol cus im neva checkin the  msgs sowwie  lol
negative,Work and fun can't go together 
negative,Ok so sleeping after 04:00 didnt work.  It's 06:55 now. Might as well get up and get an early start at the office today.  HAPPY FRIDAY!
negative,@youscareme yeah whatever  u never answer me  on anything
negative,The only thing that scares me in this world are ur eating habits!   Lonelyandroid ):
negative,@rehmxo shes been such a bitch to me  shes like 'your stopping everyone fr4om learning' but really everyone started drawing on me 
negative,"@sleepyeve Mine is reserved at Oakridge, not Valley Fair cuz I figured it was closer to work. Or I would. "
negative,@PorchaBaby Yuppp. I never thought i'd see them of all people reach that level 
negative,had a really long day. now having trouble sleeping 
negative,this is the first time I am annoyed with ONTD!! 
negative,@haydenjudd MMS not supported on 2G even with jailbreak  but at least i can take videos!
negative,Just made orange bread for the second time. It *still* doesn't taste the way my mummy used to make it 
negative,I think there is a bug on my ceiling 
negative,"@yokoono isn't following me anymore. Talk about breaking my heart. Such a huge fan, and I love her so much. "
negative,"@CynCity009 p.s. hopefully you've come to assume that I more often than not, I'm being sarcastic and/or joking.  tones are hard w/typing "
negative,not doing to well 
negative,&quot;No check has been done in 312 days forcing check&quot;...thanks Centos becuase thats good at 4:50pm on a Friday! 
negative,@GammaInfinity re: Google adds Farsi to &quot;Language Tools&quot;. I checked http://www.google.com/language_tools - me not see it. ?  #IranElection
negative,@JulianxJoseph  your pic is broke  http://twitpic.com/7s2wd
negative,@silver_blonde wonders what Lauren is up to 
negative,@blitzmegaplex it's touching.. 
negative,"@peterfacinelli Well, more bad news than good news  I hope you locate your fun and.. slow down! hehe &lt;3"
negative,@mom2threebabes   me sad
negative,"i wondering how long the pain for my surgery is going to last, cut from side to side is no joke. "
negative,I passed out in the shower  .
negative,I hate this part - pussycat dolls 
negative,http://twitpic.com/7s45y - My popcorn machine booboo 
negative,waiting on this nigga 
negative,@girlcanrock I keep calling kanye but it's always busy 
negative,im out... this rain got me feelin weak i miss Alex!!! Damm baby why'd you have to leave me 
negative,"Need to work on my city skills, participated in locking brendans bike outside @maiab 's only to come back an hour later to it stolen. "
negative,@Fmat I'm not going - Debz and her Dad are.  I'll be off to Hades later 
negative,I've watched four movies tonight. I don't want to go to work tomorrow 
negative,Broken Heart... Well.. I don't think they are ever gonna marry so I'm... KINDA good. But now I'm gonna look at him and be sad... 
negative,I have a feeling your hiding something from me... And i think i know what it is 
negative,@weretiger ask my mum la. . .she's the user. hahaha. . .initial tests abit slow. maybe kl raining! 
negative,The weather forecast is wet &amp; windy today. could be gales on top of Nevis... 
negative,New house... no internet 
negative,"@beezhing yishun! but no, the drilling was happening in my house jfc "
negative,I actually slept last night...but I still feel exhausted 
negative,Gnus seems to be having trouble with replying to mail sent from outlook. I kinda need that  #emacs
negative,"school photos, chemistry retake...... Not a good day "
negative,@luxebeaute no  I don't have an letters !!!
negative,Midsummer but only enjoying@work... 
negative,Only thing I can say to that is sorry! hehehe @AlDelBene Everything IS bigger in Texas... which makes my penis look smaller by comparison 
negative,doesn't feel very well 
negative,Drinking with friends at APT but something is miising....or someone 
negative,I can't mother fucking sleep. I feel horrible and there's no way to get ahold of goddamned Colin. 
negative,"Had a great night out last night, but now has the flu! "
negative,up to work  i'm glad tomorrow is saturday lol
negative,"@svinge So, I did it! I went &amp; bought a PRE today &amp; a Mi-Fi Data Card! Problem is, NONE OF THE SHIT WORKS. Cant even activate. So bummed "
negative,Hasn't gone to bed yet.. 
negative,Seems like my singing fridge piece wasn't to everyone's taste  - Wondering how popular my vacuum cleaner might be? ;)
negative,making pirate frames this is going to be a big party hope it doesnt rain 
negative,Home?! Thank god. Passing out. I missed my Sessiiiiii tonight.   BGC4life.
negative,On bus with a subway coffee  looking forward to the project 2m!!
negative,@kittywiskers -- what were we talking about here? I think it got lost in Twitter-land! 
negative,i've fracutred my knee... :L i have a huge cast on it and need to use cruches... i misss aleexxx!!!!  &amp;&amp; i love my cruch buddy Bellaaa &lt;33
negative,In class. 
negative,@RickyDeHaas  what kind of math?
negative,stupid bus driver went the wrong way *angry face* i had to walk for ages then stand outside a store looking like a hobo  gonna play wii-by
negative,No one makes tweets about me! 
negative,"I don't want to hurt myself from falling again. Let me avoid you. We weren't meant to be, don't let us happen. "
negative,My roomie us leaving  http://twitpic.com/7s9p1
negative,I've being coughing all day today  
negative,Is off to work 
negative,Headache  i'm gonna go for a bit. &lt;3
negative,T-Mobile is about to get a not so nice phone call from me! What is going on with my phone?! Why aren't my internet and apps working?!! 
negative,"Heard loud noise, car crushed. "
negative,caught a fever this morning  #fb
negative,Tweet tweet  now I'm a sad bird haha
negative,"Yay! Just ordered an iPhone 3G S, I'm the worst Microsoft fanboy EVER "
negative,Aaaaaaaargh! My brace.... 
negative,@joshgroban oooh Josh I'm feeling so sick right now  it's 2:30 am and I have nothing better to do than cry and complain to you.
negative,@JasonBradbury Lucky Bastard . Buy me one?  I cant get one till NOVEMBER!! 
negative,"@Catstandfield Jammy bugger I'm starving and the BBC menu is crap today, not a happy bunny... "
negative,Natural sleep remedies are a little less effective than lunesta 
negative,"Tweet4Skype could be a nice impementation, but it doesn't work "
negative,"been killed from colleges around this area in the past week or two because of car wrecks.  Oh god, I hope it wasn't her."
negative, going home now. Tim is hella drunk!
negative,Hashhhhhhh 
negative,headache 
negative,why don't they ever have anything good to watch on tv at 2 in the morning any more? 
negative,@louhaffner Lol the presale started on wednesday morning so any good seats are good  waiting for LK on TV but there's breaking news on
negative,#inaperfectworld my car would need no petrol(gas) and I wouldn't drive an hour to work  wait! I wouldn't work just make art all day...
negative,anyone else having a problem with red button? mine wouldnt work so streaming but its crap quality on my tv 
negative,says i don't care all about him..he make me sad..  http://plurk.com/p/124l3q
negative,Busing into NYC. Couldn't get car inspected yesterday so I left car with the parents for them to get done at some point. Lame. 
negative,"@applefanbe checked CNET.com, they don't think the X1 is worth it, I'll bail. "
negative,@tennislust i would pay a lot for those knees to be ok and make it to the semis. 
negative,getting maccas for dinner. havent had it in ages. i feel like a fatty 
negative,"city is definitely waking up. I should stuck to my orig plan, get there at 6 "
negative,Pixar is officially amazing! http://bit.ly/5NMvY  Such a touching story. RIP Colby Curtin 
negative,@GuyKawasaki the INBOX ROBOT on http://ecommerce.alltop.com/ is broken 
negative,@emjay0121 Dang that would be so fun! If I wasn't going to MO next month I'd totally think about it!! 
negative,"The night chapter were famous for science, philosophy and Spiritualism, they got Crowley'd "
negative,@June_Bear awww nothing exciting just parking for tonight 
negative,Last exam today...Slept not a wink last night 
negative,@shaundiviney @andyclemmensen I CANT GET INTO THE CHATROOM 
negative,Wrong move today :|  But mom fetched me early today so that's okay.. I guess :-\
negative,"Oh no, theres been a problem with the courier companies delivery trucks...Means I dont know what time the iphone will be delivered today "
negative,"@oOdolfinaOo At only 11 years of age?! Too young  (my 2 cats are nearly 12); I do hope Leo will be OK, so upsetting to see unwell pet."
negative,"Is not happy today, not happy at all "
negative,&quot;Hardly Home but Always Reppin&quot;... back in sb 
negative,"oh God, I hope Logan isn't any bigger than that when he comes out.  Lianne, Dr. Oz has allergy advice: http://www.realage.com/ct/tips/8906"
negative,is working late on a Friday night... 
negative,Wishing I was getting an iPhone 
negative,i'm alone in the house until tomorrow. 
negative,I want him to stay.. I love George 
negative,hopes to have a miracle and turnes her into a human  (brokenheart) http://plurk.com/p/125ab2
negative,@Em_Love i wish i could snack.. but there isnt anything to snack on 
negative,"More homework, try to sleep, and back to work again tonight. "
negative,"Went back to the Vietnamese place tonight. Same dish, completely different taste. Armageddon in chili form. No lemon grass flavor. "
negative,"Am getting a bit peed off with being put upon by so called friends, where are they when I need to talk, always everythings about them "
negative,"Good Morning, I hope that today is a very productive day.  Its raining again "
negative,At the moment im watching sky news!  Im bored 
negative,Middleton o2 was all out of Black 32Gig iPhone 3GS's 
negative,feeling sad and guilty 
negative,wont to chance the song my mum will not let me 
negative,the green icon is not working here 
negative,"Mixing long waiting times, crouded spaces, children and their parents with no patience is not a good idea "
negative,"my phone is on the fritz, don't be angry at me if i don't get your calls please "
negative,@EvianInsiders really hope i win. i try ballots/comps every year and no luck  i need to see fed play before i die...i missed henamn 
negative,"@keeperofdreams I did this am.. for 4 hours, hasn't helped.. aargh! need to work now..  crap!"
negative,says nde alm kung san lulugar (lonely) (cry)  (tears) http://plurk.com/p/125psy
negative,where can i have lunch today...suggestions? 
negative,My tummy is rumbling 
negative,Want Lil wayne - rebirth NOW 
negative,not a good day 
negative,"@endurasoon Oh!  btw, love the in-hibernation pix. Friend asked me if those are posters for a new movie I'm starring in! Hahaha!"
negative,@loganroberts damn you! I'm gonna wait a bit to buy it 
negative,some  people just drive me insane 
negative,@sallytheshizzle http://twitpic.com/7sjye - that sun was horrible  it was literally like a fireball of red.
negative,Long night! The line ran crappy all night again and was told that I have another two weeks of this work schedule 
negative,Gastric pain...  antibiotics makes me weak.. I'm now a WEAKENED REIN!!!
negative,i just wanna see miley in concert.  
negative,i miss youu 
negative,"Wow, no ghostbusters for me  the guy I used on ebay was a prick and kept giving excuses as to why it hadn't arrived!!"
negative,Finally looks like a beautiful day in Boulder... Just as I'm leaving for Vegas 
negative,@DaliaKuwatly we're such a pig dil... Did u know I ate 3 slices of cake n a bunch of sushissss tday for lunch  sad faceeee!!!
negative,"Need to go and find some lunch. Really do hate Fridays, it's just too damn busy "
negative,@sureshtvin u know wat.. strangely tat link isnt working at my office   #buzz140
negative,I hurt my finger. It's painful  
negative,@fraserke The more the merrier! You can be fudge fairy. OH will be in Canada  Not that I'd impose that on him!!
negative,"Apologies about quality of the phone line, Rolf Harris is on a mobile phone and reception not too great   Tune in at www.glastonbury.fm"
negative,Friday! One more day till husband comes home. Katie was crying for him last night  and J coudn't sleep. We'll be joyful to see him!
negative,- what's the appeal of Patrick Wolf and his cellulite? Why is it all over my tumblr dashboard?? 
negative,"@mileycyrus im bored tooo miley, theres nothing to do lol "
negative,"oh, and supreme leader title should be a name for a movie, not a person who smells  supreme my ass."
negative,"@melbournegirl77 I am following @i3ATHO3Z for ya sweetie ... I need followers too , I don't have many and no celebs are followin me yet "
negative,Im on holiday finally!!! now the fun begins...pity its winter  mmmm
negative,@rach_pwns_you I don't get ema 
negative,@jeffkang maybe maybe not i'm on Kauai 
negative,"@urbanfly my sennheisers at work are screwed, only get sound in one ear "
negative,TeamFundays! I'm sooo sorry.  I can't seem to log on to our dailybooth.  I have failed for today. Can you guys log in?
negative,@inditapasti  gw mau bngt kesana lagiiiii. Whoops the first tweet was wrong
negative,"Sweet tea...yummm...bagel...just okay, disapointing "
negative,@nikki721 Right. I hate that about my hair too! That's y I'm confused   I'm sick of ponytails!
negative,@novemberesque haha as if i'm not!! omg is it damn nice  maybe in like sims 10 or something we can walk into computer screens..
negative,"@watchingsunsets;; LOL. When we have school, I`ll say hiii. :&quot;&gt; ) Do we have school on Monday and Tuesday? There`s Swine Flu thingy ehh "
negative,"TGIF, not sure if i agree since its my free week &amp; its OVER , wish i had  2 weeks off   Hopefully be a fun weekend where i may end up ;)"
negative,"@hilarybilary28 failed to mention that the headphone thing that happened to your ipod happened to mine, too "
negative,@choley  Why?
negative,"getting ready for work, not looking forward to it "
negative,It's been awhile ... just ate meat  minced chicken in the fried rice which was impossible to pick out. Argh!!!
negative,Georgia Theater has been completely destoyed by fire. 
negative,Is wondering why Alan doesnt love me 
negative,omg!!  I was walking too close to the edge of the road and bus just drove past and completely soaked me right through....ahhh! 
negative,Pre-calc final . . . last time I will be stepping into SHS being a high school student. E leaves tomorrow 
negative,@ohjeezkid is pissed bcuz she feels like I'm tweetbullying her 
negative,@Eisengel I wanna have another bite of those brownies...grrr...brownie crack 
negative,@gadgetygirl sob  I wanna go too!!
negative,@fake_vyvyan I can't look it up at the moment. My HOD is hovering... 
negative,Up bright and early for work!! But I'm soooooooo TIRED! 
negative,"Engineering cat died  aww UD, I miss it. Taking a shower and getting ready for a fun day!"
negative,Note to self: stop stayin up til 4am playing css - stifles creativity 
negative,"@stylesteel Hi, My Daughter wanted to be one of those people riding a bike around the Bonaroo show!`  Of Course she couldn't go "
negative,"TINK? OH no not yet...  concert was just great, need some more sweet dreams though"
negative,What a day I'm gonna have today and I'm sooo tired 
negative,rain means no tennis 
negative,Noooooooo UPS came way earlier than usual. Now I have to go to the distribution center to get my 3GS tonight 
negative,"gm ..my little twitter bugs ,,hot day in Tn today,,,watered the garden,,,didnt win the chair for fathers day  and watched the jo bros LOL"
negative,"@alachia I feel ya, but I'm still dodging trees all across Terokar "
negative,"@Constance13 I'm on the Midol regimen this week. Stupid, stupid girl stuff needs to go bye-bye so I can be a normal human being again. "
negative,@lilsmrtypants you got passed by a moped?!...we can't be friends anymore  lol
negative,"im soooo bored right now.,.,.,!! "
negative,My poor friend had to get stitches on her forehead because of an accident caused by another friend.  get well soon!!
negative,say anything unless it was all suppose to be in sub-text but it stunk..hope the other news you have today is better..don't disappoint Ted 
negative,@plainnash - I feel the same  But I just mostly miss college for the people haha.
negative,TGIF! I hope everyone has a blessed day!  RIP Grandpa 
negative,"@osuheather I'm sorry to hear that!!!  you're talking about the dog that I knew, right?"
negative,i'm like a f***ing magnet. whenever i sit my ass down by the computer all kids comes running. 
negative,i am a movie neard so going to the movies alone because my boyfriend don't want to spend time with me other than when we are home... 
negative,No presentation today  pushed back to Monday instead. Gives me more time to gather more intel though. @GonziAida robots have feelings too.
negative, last day in TX. ill b home tmrw!! yay!
negative,"My car sounds like a machine gun when it tries to start. Alas, it will not start "
negative,"oh, and good morning! i can't hear anything. "
negative,dosen't feel good at all  
negative,Feet are now hurting walking in the busy London town. 
negative,@jaleena18 I don't think that u really care...sounds a little sarcastic if u ask me! 
negative,not in a good mood... maybe i should take a rest... forget everything happens today.... 
negative,@librarymistress The DOI you requested -10.1080/08905490902981879-- cannot be found in the Handle System. 
negative,y is they hatin to twitter on the VEIW? I love the VEIW but I LUV TWITTER TOO 
negative,just woke up. had two dreams with him in it....i just wish those dreams could actually come true 
negative,my really good friend lost her purse today in town.. 
negative,@LeslieRoark no niceville but yes headed there but have to go back to work  should have just took the day off!
negative,"@masterluke103 it wont update. I deleted it and re downloaded, restarted the bb and the mf wont update my timeline. it is on 2 min update "
negative,"Rafa will have a press conference to announce whether he'll play Wimbledon. Tbh, I think we all know what he'll say. "
negative,heading up to the mts for some ruf camping. possibly no mobile tweeting 
negative,"this day stinks, first it is raining out blah! and now my pic is a lil x  I'm gonna go take a cat nap"
negative,totally dissapointed i cant go home next week 
negative,I wish the weather would just stop being rainy and let us play with hot air balloons 
negative,@CMalachi I have a feature in Bmore tonight &amp; Storytellers on Sunday  I would love 2 b @ both shows! Knock 'em dead!
negative,Wait a second...the bat data *is* online!  In HTML tables.  http://www.fort.usgs.gov/BPD/
negative,nothing as per usual need a new job 
negative,@cheesecakemc all we do is walk up and down rundle  hate being under 18 in this city!!
negative,Sakit jari. Nak main lagu Anyone Else But Youuuuuuuuu 
negative,is hanging out at home with her lil man...he has a sore throat today  
negative,@alenadoma ooh what beautiful things?? Just got to Chicago! Gray outside 
negative,@techchat Any plans for the day? -- Work. 
negative,TGIF. Gonna be pretty HOT again  yuck! Got up @8am &amp; knocked out my laundry . Spending last nite's paycheck on all bills. Broke time 
negative,"off to run the race for life in a bit, I cant see myself doing it tbh, I havnt done sports in like a month!!! So unfitttt "
negative,says don't be sad  http://plurk.com/p/1293dy
negative,sad my computer is broken  this picture thing is hard to do without it....
negative,It's raining it's pouring 
negative,@WannaBeSkinny They really are. They're a tad expensive though. 
negative,nooooo! Camera Obscura cancelled their show tonight 
negative,Gah what a stupid dream.. It makes me want it more. 
negative,Headache..!! 
negative,I need to get the lil one some sneakers but dont know what kind to get. 
negative,"@twinkle47 LOL, why is it when u have loads of wine u can't drink it all? "
negative,Back home from the golfcourse... i dont know what to do this evening. 
negative,@robsessiondotca I just meant his numbers(as in his followers) no idea how to track trends 
negative,Getting prepared to spend an entire week alone 
negative,"@mattgemmell get it in my application, it's a feature "
negative,@voodoogirl its closed already i think. 
negative,@mldina ahhhh!!! No one has approved my app yet  hollywoodbound@gmail.com I already emailed eric but I wanna start now!!!
negative,@sinewave77  post on lj?
negative,"i HATE this new digital tv thing, its soooo confusing for people that dont have cable tv "
negative,http://twitpic.com/7tgqz - So proud of all the Future Marketers and their amazing presentation today! I'm going to miss Aissah 
negative,@queermonkey89 That sucks.  Is this affecting your plans to move?
negative,wow summer all ready sucks its raining  i need the sun
negative,Just arrived at the gym and ALL I can think about is chocolate cake. Damnit! Bad Katherine! 
negative,@likethissong QIWOEHSAOIHDASOHI vsf 
negative,Slow day at work!!! Bye bye revenue comps 
negative,"@gerardwayrox hi, i missed u 2!  x"
negative,@MissToi Omar had to go back to work 
negative,Omfg! This training boring as fuck 
negative,@newyolknoise I wish you were with us 
negative,@radosko He was so sad...tried to hold back tears at one point. 
negative,bejewelled is sooo annoying...cant beat my score 
negative,@HELLAMATTEK I know who tracy tran is... lol I've use to hang out with her a couple of times with friends and no I am not 18 yet 
negative,@KyeLani brighton has no sand 
negative,dammit!! Sonics aint open yet! I was so sooped too!!!  
negative,"2 fractured ribs, a black eye, another citation and a totaled car  bad weeek"
negative,Preparing my shopping list... I can't find the pastery cream to fill my Eclairs 
negative,Is  ... wishing I wasn't feeling neglected up here...
negative,I feel bad  Will make up for it in the week with a &quot;jonscatchupfollowmonday&quot;.
negative,@mcflymusic http://twitpic.com/7t2v0 - i wanted to go to this 
negative,"Rafa is out with an injury and Ana gets a very tough draw.  Good news, I got my computer back just in time for Wimbledon. No more thingy!"
negative,"@hotforwords I ordered 2 @iJustine t-shirts from District Lines, and I never got them "
negative,On mi way to work...in the HÂ¤â®T sun...man man man I hate days like dis 
negative,http://bit.ly/vvSvx  argh i want them. 
negative,This day has been a bear!  Oh and I hate hiccups...
negative,"Well that was a shit game  Oh well! Off to the pub now, but I'm driving so no booze! "
negative,"I hate the enter key sometimes you know! anyway, i really suck at choosing cellphones.. hard to tell which one is good even with specs "
negative,My baby is gone and i'm boredddd 
negative,cant believe tickets to the Vancouver Peace Summit start at $100. Ouch! Guess Im not going this year 
negative,watching Disney movies makes me miss Disneyland 
negative,Crazy Day Alberto I'll miss you when you move to Mexico tonite  but happy for you! Happy bday Amber Sade! Cas's bachelorette party tonite!
negative,"@karmacakedotca I completely respect your opinion on it, for sure, but I do actually fall on &quot;the other side&quot;. Don't hate me for it. "
negative,World hunger increases by 100mil from the fina crisis reaching 1 BILLION   http://tinyurl.com/mhr77q
negative,Maybe I need to learn how to shut up when I have great ideas...I always seem to forget they're not protected by copyright 
negative,So this weekend is gonna be hectic. Barely have any time with my dad for Father's Day! Monday will be one of the saddest days of my life! 
negative,I can't get the iphone voice control to play INXS...  I've tried saying it and spelling it.  I have to do it by album name... 
negative,"Sigh Apache..., no more weekend for me  http://is.gd/16B2M"
negative,my blackberry subscription expired...so much for ticking the calender and calling the cow at customer care....stuck on the internet 
negative,@netposer The arrow pointer with the bikini on the beach. So wish I was in that kind of shape 
negative,"@Stefter I wish. I was going to walk to Starbucks, but decided to just make some.  mediocre coffee."
negative,Grandpa's doing a little better but he had a fall last night.  he also got a biopsy to check for tumors and cancer T_T
negative,@YoungSimmons Can't hit u back 
negative,just bit her tounge 
negative,@hawaiigirl81 aw thank you! sorry Im a lil late on that one for some reason I can't get your @ replies  *sad*
negative,"My Corvette convertible is being held hostage this weekend  by the dealer waiting for a part, so I hope it rains.."
negative,currently on netbook cos im partitioning main pc HDD. its taking ages eep and poor old netty cant cope with multi tasking 
negative,"getting ready for work , ugh im dreading this my manager is a meany "
negative,Sitting in traffic on rt 4 west. Not the best use of my time on my birthday 
negative,@comedy_dave thank u 4 keeping me updated - not near a tv 
negative,@marshaambrosius  my name aint on here nowhere marsha...damn
negative,@Sparks_Sparkles you guys made me dream about being on a farm  I hate farms!
negative,My dog just had a seizure and I witnessed it. Scary scary scary. 
negative,WISHIN MY BABY WAS HERE WIT ME...I SO MISS HIM  ....SIGNIN OFF.
negative,@AnoopDoggDesai I can't find anything carolina blue for the concert. I found a light blue ralph lauren shirt..but its not tarheel blue. 
negative,ESPN 360 hiccups for the win. 
negative,@GatorGirl816 I finally got one as a super early bday present...the cost if AT&amp;T puts a damper on it 
negative,@AmiLouisee Dreams.. 
negative,@barndrama it's very frustrating waiting for injuries to heal. I damaged my back deadlifting 3 wks ago; still not better 
negative,didn't know cleaning out my locker would be so sad 
negative,"@PlanetIrldotcom Just a heads up if you were planning on DVR'ing practice and qualifying,no televised coverage race is on ABC "
negative,He Still Has My (L) 
negative,@sabrinaxx I Kno Ahhhhhhhhhhhhhhhhhhhh!!  Why I H8 Halfshit lool
negative,This is my 4th Father's Day without my Dad. He died April 14th 2005 from lung cancer. Died 6 weeks after he was diagnosed. 
negative,@counterBurger WHAT?!!!!!!!!! Omg I love that man.  I wish I saw him and mobbed him.
negative,@leonkay evening mr kay how's things? Twitter ain't the same without ya 
negative,I should be on a beach in Hawaii eating shaved ice right now 
negative,@SunsetInUrEyes LOL Thats more than enough!! Are u still online?! War eben unten.. sorry 
negative,"@birdfeedapp If you'd let me test, I could comply..   "
negative,about to leave work and face rush hour traffic 
negative,@Cpt_Oblivious I feel left out 
negative,"- Getting ready to leave for Spring City, TN - @EzraJane I'm going to miss your show tonight... "
negative,Looking at automatic transmission vehicles 
negative,Good job Jonathan. Go for a nap and wake up 5 hours later. There goes my Friday night. 
negative,GO TEAM UK!!Got to wait for ep12 to download  can't wait for the live final on Sunday night!!!! Kinda want frank in the final too tho lol
negative,"@NevadaWolf A bunch got grabbed here in town, too. All placed on the same day. "
negative,i went home 12am fr our eastwood gala w/ kate and monica and up 4am to be here in the office before 6am. as usual i'm still alone   sleepy
negative,Got results today. More studying tomorrow 
negative,"@bryan_viper auch  can't you save the phone nr's to your sim card ? I always do, when I get a new phone all I have to do is change the sim"
negative,@amymacdonald1 your profile picture is very devious...  how the hell are ya anyway??
negative,"whatever I say or think; I'll love you forever and ever, and the jb too; it's only i'm dissapointed "
negative,man today's a sad day...... 
negative,BEDTIME WORK IN THE MORNING 
negative,Where's my husband? 
negative,Needs to relax a little ......... 
negative,@TeraThomas what! KH is in town and NOBODY HIT ME  BOOOO
negative,@kikidangerously  i hope you feel better and pls do not break yourself beautiful
negative,miss nana...she now is in heaven..her beautiful soul will forever shine down on everyone 
negative,On my way to emergency room 
negative,Bummed thought I had a little job stability.....now not so sure. 
negative,@jasminekawa why are you annoyed? 
negative,@mozzer0906 LOL I could spend this entire weekend cleaning and still not catch up with the housework 
negative,Packing up 
negative,#trackle #squarespace broken iPod 
negative,work tomorrow 
negative,@eldade @openhebrew did you guys figure out how to fix caller id? Apple seems to have changed this since 2.2 
negative,ughhh kingisland 2mw yeeee. cant talk to cameron tho  but yeah sooo hottt.
negative,@MannyLyte Reggy @reggyreg never texts me. He says that I'm a stranger &amp; he doesn't know me 
negative,Waiting for him to txt me....  Its taken 4ever....
negative,i am so sick of the rain 
negative,ummm i want some pinkberry and in n' out....too bad i dont live in cali 
negative,"totally bummed, alone tonight "
negative,"I would like to runaway from this city right now, thank you very much "
negative,I cant sleep my nap 
negative,"http://bit.ly/sL52l  Damn, Want, Damn. Can I start crying now? "
negative,I have super sucky friends. They dont want to go see year one with me and i have been waiting all week to see it.  i might cry.
negative,@ShomariW  wish I was there. I wanna get drunk too! Hell
negative,@iSUCK she misses everybody - we were jsut making a video for you guys but my webcam is being gay  xx
negative,Stuck in a Rockford hotel cause of rain.  No DCI show yet.  
negative,Off to Taco Bell for some grub.. Looks like it's gonna be a quiet and lonely Friday night 
negative,@gabemstr FORREAL. It's my sickness. 
negative,@Eri8321317 no u probably won't get any shutt eye .. But I'll be there to keep u company ! Hubbys lrving me for a bball game 
negative,@kiptyn hopefully your international surfer day will go better than my international hug a musician day ... I recieved no hugs 
negative,@drtiki  That's tragic! *pours a suffering bastard on the sidewalk*
negative,"@timlawler My mom has to work this weekend, so I will not really be doing anything "
negative,@winstano Stop reminding me of what could have been! 
negative,@Jipsi hi jipsi. What you doing? where's my hug 
negative,"Saw a great concert last night, but now I am paying for it with heat stroke.  "
negative,"Chilling @ Mcdonalds, OMG why I am here. I should be eating salads, not double quater pounder with cheese.  oh well ill work it out 2morow"
negative,@DonovanPSV Coffee is wonderful. Too bad it has the opposite effect on me. 
negative,"@thewino Sorry   More time for Pinot, perhaps?"
negative,@gillianre Haha exactly.. The guys will be hitting the stage shortly.. Wish we were there.. 
negative,@jdes9924 it won't even turn on anymore 
negative,Festival cut early... Thunderstorms 
negative,"Just had McDonalds, already feel sick. "
negative,@imabooklovingrl omgg.. that suckss!  i'm sowwy love
negative,I love you @zdawgg I miss you 
negative,i think im gonna help Allie out with housesitting...im scared of the big bad storm that awaits me tonight!!  cant be alone for it! 
negative,you dont know what you are missing until it is gone. 
